antecedents,consequents,support,confidence,lift
"pm2_5=high, precip=med, wind_speed=med","o3=high, so2=high",0.25,0.6666666666666666,2.6666666666666665
"so2=high, wind_speed=med","o3=high, pm2_5=high, precip=med",0.25,0.6666666666666666,2.6666666666666665
"precip=med, so2=high","o3=high, pm2_5=high, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"o3=high, wind_speed=med","pm2_5=high, precip=med, so2=high",0.25,0.6666666666666666,2.6666666666666665
"pm2_5=high, wind_speed=med","o3=high, precip=med, so2=high",0.25,0.6666666666666666,2.6666666666666665
"o3=high, precip=med","pm2_5=high, so2=high, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"pm2_5=high, precip=med","o3=high, so2=high, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
so2=high,"o3=high, pm2_5=high, precip=med, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
o3=high,"pm2_5=high, precip=med, so2=high, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
pm2_5=high,"o3=high, precip=med, so2=high, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, pm2_5=high, temp=med, wind_speed=med",co=med,0.25,0.6666666666666666,2.6666666666666665
"humidity=med, pm2_5=high, temp=med","co=med, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, pm2_5=high, wind_speed=med","co=med, temp=med",0.25,0.6666666666666666,2.6666666666666665
"pm2_5=high, temp=med, wind_speed=med","co=med, humidity=med",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, pm2_5=high","co=med, temp=med, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"pm2_5=high, temp=med","co=med, humidity=med, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"pm2_5=high, wind_speed=med","co=med, humidity=med, temp=med",0.25,0.6666666666666666,2.6666666666666665
pm2_5=high,"co=med, humidity=med, temp=med, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, pm2_5=high, precip=med, temp=med",co=med,0.25,0.6666666666666666,2.6666666666666665
"humidity=med, pm2_5=high, temp=med","co=med, precip=med",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, pm2_5=high, precip=med","co=med, temp=med",0.25,0.6666666666666666,2.6666666666666665
"pm2_5=high, precip=med, temp=med","co=med, humidity=med",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, pm2_5=high","co=med, precip=med, temp=med",0.25,0.6666666666666666,2.6666666666666665
"pm2_5=high, temp=med","co=med, humidity=med, precip=med",0.25,0.6666666666666666,2.6666666666666665
"pm2_5=high, precip=med","co=med, humidity=med, temp=med",0.25,0.6666666666666666,2.6666666666666665
pm2_5=high,"co=med, humidity=med, precip=med, temp=med",0.25,0.6666666666666666,2.6666666666666665
"pm2_5=high, precip=med, temp=med, wind_speed=med",co=med,0.25,0.6666666666666666,2.6666666666666665
"pm2_5=high, temp=med, wind_speed=med","co=med, precip=med",0.25,0.6666666666666666,2.6666666666666665
"pm2_5=high, precip=med, temp=med","co=med, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"pm2_5=high, precip=med, wind_speed=med","co=med, temp=med",0.25,0.6666666666666666,2.6666666666666665
"pm2_5=high, temp=med","co=med, precip=med, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"pm2_5=high, wind_speed=med","co=med, precip=med, temp=med",0.25,0.6666666666666666,2.6666666666666665
"pm2_5=high, precip=med","co=med, temp=med, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
pm2_5=high,"co=med, precip=med, temp=med, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, pm2_5=high, precip=med, wind_speed=med",co=med,0.25,0.6666666666666666,2.6666666666666665
"humidity=med, pm2_5=high, wind_speed=med","co=med, precip=med",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, pm2_5=high, precip=med","co=med, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"pm2_5=high, precip=med, wind_speed=med","co=med, humidity=med",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, pm2_5=high","co=med, precip=med, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"pm2_5=high, wind_speed=med","co=med, humidity=med, precip=med",0.25,0.6666666666666666,2.6666666666666665
"pm2_5=high, precip=med","co=med, humidity=med, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
pm2_5=high,"co=med, humidity=med, precip=med, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"pm10=low, temp=med","co=low, no2=low, o3=low",0.25,0.6666666666666666,2.6666666666666665
"co=low, temp=med","no2=low, o3=low, pm10=low",0.25,0.6666666666666666,2.6666666666666665
"o3=low, temp=med","co=low, no2=low, pm10=low",0.25,0.6666666666666666,2.6666666666666665
"no2=low, temp=med","co=low, o3=low, pm10=low",0.25,0.6666666666666666,2.6666666666666665
pm10=low,"co=low, no2=low, o3=low, temp=med",0.25,0.6666666666666666,2.6666666666666665
co=low,"no2=low, o3=low, pm10=low, temp=med",0.25,0.6666666666666666,2.6666666666666665
o3=low,"co=low, no2=low, pm10=low, temp=med",0.25,0.6666666666666666,2.6666666666666665
no2=low,"co=low, o3=low, pm10=low, temp=med",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, pm10=low","co=low, no2=low, o3=low",0.25,0.6666666666666666,2.6666666666666665
"co=low, humidity=med","no2=low, o3=low, pm10=low",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, o3=low","co=low, no2=low, pm10=low",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, no2=low","co=low, o3=low, pm10=low",0.25,0.6666666666666666,2.6666666666666665
pm10=low,"co=low, humidity=med, no2=low, o3=low",0.25,0.6666666666666666,2.6666666666666665
co=low,"humidity=med, no2=low, o3=low, pm10=low",0.25,0.6666666666666666,2.6666666666666665
o3=low,"co=low, humidity=med, no2=low, pm10=low",0.25,0.6666666666666666,2.6666666666666665
no2=low,"co=low, humidity=med, o3=low, pm10=low",0.25,0.6666666666666666,2.6666666666666665
"pm10=low, wind_speed=med","co=low, no2=low, o3=low",0.25,0.6666666666666666,2.6666666666666665
"co=low, wind_speed=med","no2=low, o3=low, pm10=low",0.25,0.6666666666666666,2.6666666666666665
"o3=low, wind_speed=med","co=low, no2=low, pm10=low",0.25,0.6666666666666666,2.6666666666666665
"no2=low, wind_speed=med","co=low, o3=low, pm10=low",0.25,0.6666666666666666,2.6666666666666665
pm10=low,"co=low, no2=low, o3=low, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
co=low,"no2=low, o3=low, pm10=low, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
o3=low,"co=low, no2=low, pm10=low, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
no2=low,"co=low, o3=low, pm10=low, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"pm10=low, precip=med","co=low, no2=low, o3=low",0.25,0.6666666666666666,2.6666666666666665
"co=low, precip=med","no2=low, o3=low, pm10=low",0.25,0.6666666666666666,2.6666666666666665
"o3=low, precip=med","co=low, no2=low, pm10=low",0.25,0.6666666666666666,2.6666666666666665
"no2=low, precip=med","co=low, o3=low, pm10=low",0.25,0.6666666666666666,2.6666666666666665
pm10=low,"co=low, no2=low, o3=low, precip=med",0.25,0.6666666666666666,2.6666666666666665
co=low,"no2=low, o3=low, pm10=low, precip=med",0.25,0.6666666666666666,2.6666666666666665
o3=low,"co=low, no2=low, pm10=low, precip=med",0.25,0.6666666666666666,2.6666666666666665
no2=low,"co=low, o3=low, pm10=low, precip=med",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, pm10=low, temp=med","no2=low, o3=low",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, o3=low, temp=med","no2=low, pm10=low",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, pm10=low","no2=low, o3=low, temp=med",0.25,0.6666666666666666,2.6666666666666665
"pm10=low, temp=med","humidity=med, no2=low, o3=low",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, o3=low","no2=low, pm10=low, temp=med",0.25,0.6666666666666666,2.6666666666666665
"o3=low, temp=med","humidity=med, no2=low, pm10=low",0.25,0.6666666666666666,2.6666666666666665
pm10=low,"humidity=med, no2=low, o3=low, temp=med",0.25,0.6666666666666666,2.6666666666666665
o3=low,"humidity=med, no2=low, pm10=low, temp=med",0.25,0.6666666666666666,2.6666666666666665
"pm10=low, temp=med, wind_speed=med","no2=low, o3=low",0.25,0.6666666666666666,2.6666666666666665
"o3=low, temp=med, wind_speed=med","no2=low, pm10=low",0.25,0.6666666666666666,2.6666666666666665
"pm10=low, temp=med","no2=low, o3=low, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"pm10=low, wind_speed=med","no2=low, o3=low, temp=med",0.25,0.6666666666666666,2.6666666666666665
"o3=low, temp=med","no2=low, pm10=low, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"o3=low, wind_speed=med","no2=low, pm10=low, temp=med",0.25,0.6666666666666666,2.6666666666666665
pm10=low,"no2=low, o3=low, temp=med, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
o3=low,"no2=low, pm10=low, temp=med, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"pm10=low, precip=med, temp=med","no2=low, o3=low",0.25,0.6666666666666666,2.6666666666666665
"o3=low, precip=med, temp=med","no2=low, pm10=low",0.25,0.6666666666666666,2.6666666666666665
"pm10=low, temp=med","no2=low, o3=low, precip=med",0.25,0.6666666666666666,2.6666666666666665
"pm10=low, precip=med","no2=low, o3=low, temp=med",0.25,0.6666666666666666,2.6666666666666665
"o3=low, temp=med","no2=low, pm10=low, precip=med",0.25,0.6666666666666666,2.6666666666666665
"o3=low, precip=med","no2=low, pm10=low, temp=med",0.25,0.6666666666666666,2.6666666666666665
pm10=low,"no2=low, o3=low, precip=med, temp=med",0.25,0.6666666666666666,2.6666666666666665
o3=low,"no2=low, pm10=low, precip=med, temp=med",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, pm10=low, wind_speed=med","no2=low, o3=low",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, o3=low, wind_speed=med","no2=low, pm10=low",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, pm10=low","no2=low, o3=low, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"pm10=low, wind_speed=med","humidity=med, no2=low, o3=low",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, o3=low","no2=low, pm10=low, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"o3=low, wind_speed=med","humidity=med, no2=low, pm10=low",0.25,0.6666666666666666,2.6666666666666665
pm10=low,"humidity=med, no2=low, o3=low, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
o3=low,"humidity=med, no2=low, pm10=low, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, pm10=low, precip=med","no2=low, o3=low",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, o3=low, precip=med","no2=low, pm10=low",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, pm10=low","no2=low, o3=low, precip=med",0.25,0.6666666666666666,2.6666666666666665
"pm10=low, precip=med","humidity=med, no2=low, o3=low",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, o3=low","no2=low, pm10=low, precip=med",0.25,0.6666666666666666,2.6666666666666665
"o3=low, precip=med","humidity=med, no2=low, pm10=low",0.25,0.6666666666666666,2.6666666666666665
pm10=low,"humidity=med, no2=low, o3=low, precip=med",0.25,0.6666666666666666,2.6666666666666665
o3=low,"humidity=med, no2=low, pm10=low, precip=med",0.25,0.6666666666666666,2.6666666666666665
"pm10=low, precip=med, wind_speed=med","no2=low, o3=low",0.25,0.6666666666666666,2.6666666666666665
"o3=low, precip=med, wind_speed=med","no2=low, pm10=low",0.25,0.6666666666666666,2.6666666666666665
"pm10=low, wind_speed=med","no2=low, o3=low, precip=med",0.25,0.6666666666666666,2.6666666666666665
"pm10=low, precip=med","no2=low, o3=low, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"o3=low, wind_speed=med","no2=low, pm10=low, precip=med",0.25,0.6666666666666666,2.6666666666666665
"o3=low, precip=med","no2=low, pm10=low, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
pm10=low,"no2=low, o3=low, precip=med, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
o3=low,"no2=low, pm10=low, precip=med, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"co=low, humidity=med, temp=med","no2=low, pm10=low",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, no2=low, temp=med","co=low, pm10=low",0.25,0.6666666666666666,2.6666666666666665
"co=low, humidity=med","no2=low, pm10=low, temp=med",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, no2=low","co=low, pm10=low, temp=med",0.25,0.6666666666666666,2.6666666666666665
"co=low, temp=med","humidity=med, no2=low, pm10=low",0.25,0.6666666666666666,2.6666666666666665
"no2=low, temp=med","co=low, humidity=med, pm10=low",0.25,0.6666666666666666,2.6666666666666665
co=low,"humidity=med, no2=low, pm10=low, temp=med",0.25,0.6666666666666666,2.6666666666666665
no2=low,"co=low, humidity=med, pm10=low, temp=med",0.25,0.6666666666666666,2.6666666666666665
"co=low, temp=med, wind_speed=med","no2=low, pm10=low",0.25,0.6666666666666666,2.6666666666666665
"no2=low, temp=med, wind_speed=med","co=low, pm10=low",0.25,0.6666666666666666,2.6666666666666665
"co=low, temp=med","no2=low, pm10=low, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"no2=low, temp=med","co=low, pm10=low, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"co=low, wind_speed=med","no2=low, pm10=low, temp=med",0.25,0.6666666666666666,2.6666666666666665
"no2=low, wind_speed=med","co=low, pm10=low, temp=med",0.25,0.6666666666666666,2.6666666666666665
co=low,"no2=low, pm10=low, temp=med, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
no2=low,"co=low, pm10=low, temp=med, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"co=low, precip=med, temp=med","no2=low, pm10=low",0.25,0.6666666666666666,2.6666666666666665
"no2=low, precip=med, temp=med","co=low, pm10=low",0.25,0.6666666666666666,2.6666666666666665
"co=low, temp=med","no2=low, pm10=low, precip=med",0.25,0.6666666666666666,2.6666666666666665
"no2=low, temp=med","co=low, pm10=low, precip=med",0.25,0.6666666666666666,2.6666666666666665
"co=low, precip=med","no2=low, pm10=low, temp=med",0.25,0.6666666666666666,2.6666666666666665
"no2=low, precip=med","co=low, pm10=low, temp=med",0.25,0.6666666666666666,2.6666666666666665
co=low,"no2=low, pm10=low, precip=med, temp=med",0.25,0.6666666666666666,2.6666666666666665
no2=low,"co=low, pm10=low, precip=med, temp=med",0.25,0.6666666666666666,2.6666666666666665
"co=low, humidity=med, wind_speed=med","no2=low, pm10=low",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, no2=low, wind_speed=med","co=low, pm10=low",0.25,0.6666666666666666,2.6666666666666665
"co=low, humidity=med","no2=low, pm10=low, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, no2=low","co=low, pm10=low, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"co=low, wind_speed=med","humidity=med, no2=low, pm10=low",0.25,0.6666666666666666,2.6666666666666665
"no2=low, wind_speed=med","co=low, humidity=med, pm10=low",0.25,0.6666666666666666,2.6666666666666665
co=low,"humidity=med, no2=low, pm10=low, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
no2=low,"co=low, humidity=med, pm10=low, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"co=low, humidity=med, precip=med","no2=low, pm10=low",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, no2=low, precip=med","co=low, pm10=low",0.25,0.6666666666666666,2.6666666666666665
"co=low, humidity=med","no2=low, pm10=low, precip=med",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, no2=low","co=low, pm10=low, precip=med",0.25,0.6666666666666666,2.6666666666666665
"co=low, precip=med","humidity=med, no2=low, pm10=low",0.25,0.6666666666666666,2.6666666666666665
"no2=low, precip=med","co=low, humidity=med, pm10=low",0.25,0.6666666666666666,2.6666666666666665
co=low,"humidity=med, no2=low, pm10=low, precip=med",0.25,0.6666666666666666,2.6666666666666665
no2=low,"co=low, humidity=med, pm10=low, precip=med",0.25,0.6666666666666666,2.6666666666666665
"co=low, precip=med, wind_speed=med","no2=low, pm10=low",0.25,0.6666666666666666,2.6666666666666665
"no2=low, precip=med, wind_speed=med","co=low, pm10=low",0.25,0.6666666666666666,2.6666666666666665
"co=low, wind_speed=med","no2=low, pm10=low, precip=med",0.25,0.6666666666666666,2.6666666666666665
"co=low, precip=med","no2=low, pm10=low, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"no2=low, wind_speed=med","co=low, pm10=low, precip=med",0.25,0.6666666666666666,2.6666666666666665
"no2=low, precip=med","co=low, pm10=low, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
co=low,"no2=low, pm10=low, precip=med, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
no2=low,"co=low, pm10=low, precip=med, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, pm10=low, temp=med","o3=low, so2=low",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, o3=low, temp=med","pm10=low, so2=low",0.25,0.6666666666666666,2.6666666666666665
"pm10=low, temp=med","humidity=med, o3=low, so2=low",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, pm10=low","o3=low, so2=low, temp=med",0.25,0.6666666666666666,2.6666666666666665
"o3=low, temp=med","humidity=med, pm10=low, so2=low",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, o3=low","pm10=low, so2=low, temp=med",0.25,0.6666666666666666,2.6666666666666665
pm10=low,"humidity=med, o3=low, so2=low, temp=med",0.25,0.6666666666666666,2.6666666666666665
o3=low,"humidity=med, pm10=low, so2=low, temp=med",0.25,0.6666666666666666,2.6666666666666665
"pm10=low, temp=med, wind_speed=med","o3=low, so2=low",0.25,0.6666666666666666,2.6666666666666665
"o3=low, temp=med, wind_speed=med","pm10=low, so2=low",0.25,0.6666666666666666,2.6666666666666665
"pm10=low, temp=med","o3=low, so2=low, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"pm10=low, wind_speed=med","o3=low, so2=low, temp=med",0.25,0.6666666666666666,2.6666666666666665
"o3=low, temp=med","pm10=low, so2=low, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"o3=low, wind_speed=med","pm10=low, so2=low, temp=med",0.25,0.6666666666666666,2.6666666666666665
pm10=low,"o3=low, so2=low, temp=med, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
o3=low,"pm10=low, so2=low, temp=med, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"pm10=low, precip=med, temp=med","o3=low, so2=low",0.25,0.6666666666666666,2.6666666666666665
"o3=low, precip=med, temp=med","pm10=low, so2=low",0.25,0.6666666666666666,2.6666666666666665
"pm10=low, temp=med","o3=low, precip=med, so2=low",0.25,0.6666666666666666,2.6666666666666665
"pm10=low, precip=med","o3=low, so2=low, temp=med",0.25,0.6666666666666666,2.6666666666666665
"o3=low, temp=med","pm10=low, precip=med, so2=low",0.25,0.6666666666666666,2.6666666666666665
"o3=low, precip=med","pm10=low, so2=low, temp=med",0.25,0.6666666666666666,2.6666666666666665
pm10=low,"o3=low, precip=med, so2=low, temp=med",0.25,0.6666666666666666,2.6666666666666665
o3=low,"pm10=low, precip=med, so2=low, temp=med",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, pm10=low, wind_speed=med","o3=low, so2=low",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, o3=low, wind_speed=med","pm10=low, so2=low",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, pm10=low","o3=low, so2=low, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"pm10=low, wind_speed=med","humidity=med, o3=low, so2=low",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, o3=low","pm10=low, so2=low, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"o3=low, wind_speed=med","humidity=med, pm10=low, so2=low",0.25,0.6666666666666666,2.6666666666666665
pm10=low,"humidity=med, o3=low, so2=low, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
o3=low,"humidity=med, pm10=low, so2=low, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, pm10=low, precip=med","o3=low, so2=low",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, o3=low, precip=med","pm10=low, so2=low",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, pm10=low","o3=low, precip=med, so2=low",0.25,0.6666666666666666,2.6666666666666665
"pm10=low, precip=med","humidity=med, o3=low, so2=low",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, o3=low","pm10=low, precip=med, so2=low",0.25,0.6666666666666666,2.6666666666666665
"o3=low, precip=med","humidity=med, pm10=low, so2=low",0.25,0.6666666666666666,2.6666666666666665
pm10=low,"humidity=med, o3=low, precip=med, so2=low",0.25,0.6666666666666666,2.6666666666666665
o3=low,"humidity=med, pm10=low, precip=med, so2=low",0.25,0.6666666666666666,2.6666666666666665
"pm10=low, precip=med, wind_speed=med","o3=low, so2=low",0.25,0.6666666666666666,2.6666666666666665
"o3=low, precip=med, wind_speed=med","pm10=low, so2=low",0.25,0.6666666666666666,2.6666666666666665
"pm10=low, wind_speed=med","o3=low, precip=med, so2=low",0.25,0.6666666666666666,2.6666666666666665
"pm10=low, precip=med","o3=low, so2=low, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"o3=low, wind_speed=med","pm10=low, precip=med, so2=low",0.25,0.6666666666666666,2.6666666666666665
"o3=low, precip=med","pm10=low, so2=low, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
pm10=low,"o3=low, precip=med, so2=low, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
o3=low,"pm10=low, precip=med, so2=low, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, pm10=low, temp=med","co=low, o3=low",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, o3=low, temp=med","co=low, pm10=low",0.25,0.6666666666666666,2.6666666666666665
"pm10=low, temp=med","co=low, humidity=med, o3=low",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, pm10=low","co=low, o3=low, temp=med",0.25,0.6666666666666666,2.6666666666666665
"o3=low, temp=med","co=low, humidity=med, pm10=low",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, o3=low","co=low, pm10=low, temp=med",0.25,0.6666666666666666,2.6666666666666665
pm10=low,"co=low, humidity=med, o3=low, temp=med",0.25,0.6666666666666666,2.6666666666666665
o3=low,"co=low, humidity=med, pm10=low, temp=med",0.25,0.6666666666666666,2.6666666666666665
"pm10=low, temp=med, wind_speed=med","co=low, o3=low",0.25,0.6666666666666666,2.6666666666666665
"o3=low, temp=med, wind_speed=med","co=low, pm10=low",0.25,0.6666666666666666,2.6666666666666665
"pm10=low, temp=med","co=low, o3=low, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"pm10=low, wind_speed=med","co=low, o3=low, temp=med",0.25,0.6666666666666666,2.6666666666666665
"o3=low, temp=med","co=low, pm10=low, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"o3=low, wind_speed=med","co=low, pm10=low, temp=med",0.25,0.6666666666666666,2.6666666666666665
pm10=low,"co=low, o3=low, temp=med, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
o3=low,"co=low, pm10=low, temp=med, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"pm10=low, precip=med, temp=med","co=low, o3=low",0.25,0.6666666666666666,2.6666666666666665
"o3=low, precip=med, temp=med","co=low, pm10=low",0.25,0.6666666666666666,2.6666666666666665
"pm10=low, temp=med","co=low, o3=low, precip=med",0.25,0.6666666666666666,2.6666666666666665
"pm10=low, precip=med","co=low, o3=low, temp=med",0.25,0.6666666666666666,2.6666666666666665
"o3=low, temp=med","co=low, pm10=low, precip=med",0.25,0.6666666666666666,2.6666666666666665
"o3=low, precip=med","co=low, pm10=low, temp=med",0.25,0.6666666666666666,2.6666666666666665
pm10=low,"co=low, o3=low, precip=med, temp=med",0.25,0.6666666666666666,2.6666666666666665
o3=low,"co=low, pm10=low, precip=med, temp=med",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, pm10=low, wind_speed=med","co=low, o3=low",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, o3=low, wind_speed=med","co=low, pm10=low",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, pm10=low","co=low, o3=low, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"pm10=low, wind_speed=med","co=low, humidity=med, o3=low",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, o3=low","co=low, pm10=low, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"o3=low, wind_speed=med","co=low, humidity=med, pm10=low",0.25,0.6666666666666666,2.6666666666666665
pm10=low,"co=low, humidity=med, o3=low, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
o3=low,"co=low, humidity=med, pm10=low, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, pm10=low, precip=med","co=low, o3=low",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, o3=low, precip=med","co=low, pm10=low",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, pm10=low","co=low, o3=low, precip=med",0.25,0.6666666666666666,2.6666666666666665
"pm10=low, precip=med","co=low, humidity=med, o3=low",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, o3=low","co=low, pm10=low, precip=med",0.25,0.6666666666666666,2.6666666666666665
"o3=low, precip=med","co=low, humidity=med, pm10=low",0.25,0.6666666666666666,2.6666666666666665
pm10=low,"co=low, humidity=med, o3=low, precip=med",0.25,0.6666666666666666,2.6666666666666665
o3=low,"co=low, humidity=med, pm10=low, precip=med",0.25,0.6666666666666666,2.6666666666666665
"pm10=low, precip=med, wind_speed=med","co=low, o3=low",0.25,0.6666666666666666,2.6666666666666665
"o3=low, precip=med, wind_speed=med","co=low, pm10=low",0.25,0.6666666666666666,2.6666666666666665
"pm10=low, wind_speed=med","co=low, o3=low, precip=med",0.25,0.6666666666666666,2.6666666666666665
"pm10=low, precip=med","co=low, o3=low, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"o3=low, wind_speed=med","co=low, pm10=low, precip=med",0.25,0.6666666666666666,2.6666666666666665
"o3=low, precip=med","co=low, pm10=low, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
pm10=low,"co=low, o3=low, precip=med, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
o3=low,"co=low, pm10=low, precip=med, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, pm10=high, temp=med","o3=high, so2=high",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, so2=high, temp=med","o3=high, pm10=high",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, o3=high, temp=med","pm10=high, so2=high",0.25,0.6666666666666666,2.6666666666666665
"pm10=high, temp=med","humidity=med, o3=high, so2=high",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, pm10=high","o3=high, so2=high, temp=med",0.25,0.6666666666666666,2.6666666666666665
"so2=high, temp=med","humidity=med, o3=high, pm10=high",0.25,0.6666666666666666,2.6666666666666665
"o3=high, temp=med","humidity=med, pm10=high, so2=high",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, so2=high","o3=high, pm10=high, temp=med",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, o3=high","pm10=high, so2=high, temp=med",0.25,0.6666666666666666,2.6666666666666665
