antecedents,consequents,support,confidence,lift
pm10=high,"humidity=med, o3=high, so2=high, temp=med",0.25,0.6666666666666666,2.6666666666666665
so2=high,"humidity=med, o3=high, pm10=high, temp=med",0.25,0.6666666666666666,2.6666666666666665
o3=high,"humidity=med, pm10=high, so2=high, temp=med",0.25,0.6666666666666666,2.6666666666666665
"pm10=high, temp=med, wind_speed=med","o3=high, so2=high",0.25,0.6666666666666666,2.6666666666666665
"so2=high, temp=med, wind_speed=med","o3=high, pm10=high",0.25,0.6666666666666666,2.6666666666666665
"o3=high, temp=med, wind_speed=med","pm10=high, so2=high",0.25,0.6666666666666666,2.6666666666666665
"pm10=high, temp=med","o3=high, so2=high, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"pm10=high, wind_speed=med","o3=high, so2=high, temp=med",0.25,0.6666666666666666,2.6666666666666665
"so2=high, temp=med","o3=high, pm10=high, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"o3=high, temp=med","pm10=high, so2=high, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"so2=high, wind_speed=med","o3=high, pm10=high, temp=med",0.25,0.6666666666666666,2.6666666666666665
"o3=high, wind_speed=med","pm10=high, so2=high, temp=med",0.25,0.6666666666666666,2.6666666666666665
pm10=high,"o3=high, so2=high, temp=med, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
so2=high,"o3=high, pm10=high, temp=med, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
o3=high,"pm10=high, so2=high, temp=med, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"pm10=high, precip=med, temp=med","o3=high, so2=high",0.25,0.6666666666666666,2.6666666666666665
"precip=med, so2=high, temp=med","o3=high, pm10=high",0.25,0.6666666666666666,2.6666666666666665
"o3=high, precip=med, temp=med","pm10=high, so2=high",0.25,0.6666666666666666,2.6666666666666665
"pm10=high, temp=med","o3=high, precip=med, so2=high",0.25,0.6666666666666666,2.6666666666666665
"pm10=high, precip=med","o3=high, so2=high, temp=med",0.25,0.6666666666666666,2.6666666666666665
"so2=high, temp=med","o3=high, pm10=high, precip=med",0.25,0.6666666666666666,2.6666666666666665
"o3=high, temp=med","pm10=high, precip=med, so2=high",0.25,0.6666666666666666,2.6666666666666665
"precip=med, so2=high","o3=high, pm10=high, temp=med",0.25,0.6666666666666666,2.6666666666666665
"o3=high, precip=med","pm10=high, so2=high, temp=med",0.25,0.6666666666666666,2.6666666666666665
pm10=high,"o3=high, precip=med, so2=high, temp=med",0.25,0.6666666666666666,2.6666666666666665
so2=high,"o3=high, pm10=high, precip=med, temp=med",0.25,0.6666666666666666,2.6666666666666665
o3=high,"pm10=high, precip=med, so2=high, temp=med",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, pm10=high, wind_speed=med","o3=high, so2=high",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, so2=high, wind_speed=med","o3=high, pm10=high",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, o3=high, wind_speed=med","pm10=high, so2=high",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, pm10=high","o3=high, so2=high, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"pm10=high, wind_speed=med","humidity=med, o3=high, so2=high",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, so2=high","o3=high, pm10=high, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, o3=high","pm10=high, so2=high, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"so2=high, wind_speed=med","humidity=med, o3=high, pm10=high",0.25,0.6666666666666666,2.6666666666666665
"o3=high, wind_speed=med","humidity=med, pm10=high, so2=high",0.25,0.6666666666666666,2.6666666666666665
pm10=high,"humidity=med, o3=high, so2=high, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
so2=high,"humidity=med, o3=high, pm10=high, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
o3=high,"humidity=med, pm10=high, so2=high, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, pm10=high, precip=med","o3=high, so2=high",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, precip=med, so2=high","o3=high, pm10=high",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, o3=high, precip=med","pm10=high, so2=high",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, pm10=high","o3=high, precip=med, so2=high",0.25,0.6666666666666666,2.6666666666666665
"pm10=high, precip=med","humidity=med, o3=high, so2=high",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, so2=high","o3=high, pm10=high, precip=med",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, o3=high","pm10=high, precip=med, so2=high",0.25,0.6666666666666666,2.6666666666666665
"precip=med, so2=high","humidity=med, o3=high, pm10=high",0.25,0.6666666666666666,2.6666666666666665
"o3=high, precip=med","humidity=med, pm10=high, so2=high",0.25,0.6666666666666666,2.6666666666666665
pm10=high,"humidity=med, o3=high, precip=med, so2=high",0.25,0.6666666666666666,2.6666666666666665
so2=high,"humidity=med, o3=high, pm10=high, precip=med",0.25,0.6666666666666666,2.6666666666666665
o3=high,"humidity=med, pm10=high, precip=med, so2=high",0.25,0.6666666666666666,2.6666666666666665
"pm10=high, precip=med, wind_speed=med","o3=high, so2=high",0.25,0.6666666666666666,2.6666666666666665
"precip=med, so2=high, wind_speed=med","o3=high, pm10=high",0.25,0.6666666666666666,2.6666666666666665
"o3=high, precip=med, wind_speed=med","pm10=high, so2=high",0.25,0.6666666666666666,2.6666666666666665
"pm10=high, wind_speed=med","o3=high, precip=med, so2=high",0.25,0.6666666666666666,2.6666666666666665
"pm10=high, precip=med","o3=high, so2=high, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"so2=high, wind_speed=med","o3=high, pm10=high, precip=med",0.25,0.6666666666666666,2.6666666666666665
"precip=med, so2=high","o3=high, pm10=high, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"o3=high, wind_speed=med","pm10=high, precip=med, so2=high",0.25,0.6666666666666666,2.6666666666666665
"o3=high, precip=med","pm10=high, so2=high, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
pm10=high,"o3=high, precip=med, so2=high, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
so2=high,"o3=high, pm10=high, precip=med, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
o3=high,"pm10=high, precip=med, so2=high, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, pm10=high, temp=med, wind_speed=med",co=med,0.25,0.6666666666666666,2.6666666666666665
"humidity=med, pm10=high, temp=med","co=med, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"pm10=high, temp=med, wind_speed=med","co=med, humidity=med",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, pm10=high, wind_speed=med","co=med, temp=med",0.25,0.6666666666666666,2.6666666666666665
"pm10=high, temp=med","co=med, humidity=med, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, pm10=high","co=med, temp=med, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"pm10=high, wind_speed=med","co=med, humidity=med, temp=med",0.25,0.6666666666666666,2.6666666666666665
pm10=high,"co=med, humidity=med, temp=med, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, pm10=high, precip=med, temp=med",co=med,0.25,0.6666666666666666,2.6666666666666665
"humidity=med, pm10=high, temp=med","co=med, precip=med",0.25,0.6666666666666666,2.6666666666666665
"pm10=high, precip=med, temp=med","co=med, humidity=med",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, pm10=high, precip=med","co=med, temp=med",0.25,0.6666666666666666,2.6666666666666665
"pm10=high, temp=med","co=med, humidity=med, precip=med",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, pm10=high","co=med, precip=med, temp=med",0.25,0.6666666666666666,2.6666666666666665
"pm10=high, precip=med","co=med, humidity=med, temp=med",0.25,0.6666666666666666,2.6666666666666665
pm10=high,"co=med, humidity=med, precip=med, temp=med",0.25,0.6666666666666666,2.6666666666666665
"pm10=high, precip=med, temp=med, wind_speed=med",co=med,0.25,0.6666666666666666,2.6666666666666665
"pm10=high, temp=med, wind_speed=med","co=med, precip=med",0.25,0.6666666666666666,2.6666666666666665
"pm10=high, precip=med, temp=med","co=med, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"pm10=high, precip=med, wind_speed=med","co=med, temp=med",0.25,0.6666666666666666,2.6666666666666665
"pm10=high, temp=med","co=med, precip=med, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"pm10=high, wind_speed=med","co=med, precip=med, temp=med",0.25,0.6666666666666666,2.6666666666666665
"pm10=high, precip=med","co=med, temp=med, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
pm10=high,"co=med, precip=med, temp=med, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, pm10=high, precip=med, wind_speed=med",co=med,0.25,0.6666666666666666,2.6666666666666665
"humidity=med, pm10=high, wind_speed=med","co=med, precip=med",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, pm10=high, precip=med","co=med, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"pm10=high, precip=med, wind_speed=med","co=med, humidity=med",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, pm10=high","co=med, precip=med, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"pm10=high, wind_speed=med","co=med, humidity=med, precip=med",0.25,0.6666666666666666,2.6666666666666665
"pm10=high, precip=med","co=med, humidity=med, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
pm10=high,"co=med, humidity=med, precip=med, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, no2=high, temp=med, wind_speed=med",o3=med,0.25,0.6666666666666666,2.6666666666666665
"humidity=med, no2=high, temp=med","o3=med, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, no2=high, wind_speed=med","o3=med, temp=med",0.25,0.6666666666666666,2.6666666666666665
"no2=high, temp=med, wind_speed=med","humidity=med, o3=med",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, no2=high","o3=med, temp=med, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"no2=high, temp=med","humidity=med, o3=med, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"no2=high, wind_speed=med","humidity=med, o3=med, temp=med",0.25,0.6666666666666666,2.6666666666666665
no2=high,"humidity=med, o3=med, temp=med, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, no2=high, precip=med, temp=med",o3=med,0.25,0.6666666666666666,2.6666666666666665
"humidity=med, no2=high, temp=med","o3=med, precip=med",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, no2=high, precip=med","o3=med, temp=med",0.25,0.6666666666666666,2.6666666666666665
"no2=high, precip=med, temp=med","humidity=med, o3=med",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, no2=high","o3=med, precip=med, temp=med",0.25,0.6666666666666666,2.6666666666666665
"no2=high, temp=med","humidity=med, o3=med, precip=med",0.25,0.6666666666666666,2.6666666666666665
"no2=high, precip=med","humidity=med, o3=med, temp=med",0.25,0.6666666666666666,2.6666666666666665
no2=high,"humidity=med, o3=med, precip=med, temp=med",0.25,0.6666666666666666,2.6666666666666665
"no2=high, precip=med, temp=med, wind_speed=med",o3=med,0.25,0.6666666666666666,2.6666666666666665
"no2=high, temp=med, wind_speed=med","o3=med, precip=med",0.25,0.6666666666666666,2.6666666666666665
"no2=high, precip=med, temp=med","o3=med, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"no2=high, precip=med, wind_speed=med","o3=med, temp=med",0.25,0.6666666666666666,2.6666666666666665
"no2=high, temp=med","o3=med, precip=med, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"no2=high, wind_speed=med","o3=med, precip=med, temp=med",0.25,0.6666666666666666,2.6666666666666665
"no2=high, precip=med","o3=med, temp=med, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
no2=high,"o3=med, precip=med, temp=med, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, no2=high, precip=med, wind_speed=med",o3=med,0.25,0.6666666666666666,2.6666666666666665
"humidity=med, no2=high, wind_speed=med","o3=med, precip=med",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, no2=high, precip=med","o3=med, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"no2=high, precip=med, wind_speed=med","humidity=med, o3=med",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, no2=high","o3=med, precip=med, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"no2=high, wind_speed=med","humidity=med, o3=med, precip=med",0.25,0.6666666666666666,2.6666666666666665
"no2=high, precip=med","humidity=med, o3=med, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
no2=high,"humidity=med, o3=med, precip=med, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, so2=high, temp=med","co=high, no2=high",0.25,0.6666666666666666,2.6666666666666665
"co=high, humidity=med, temp=med","no2=high, so2=high",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, no2=high, temp=med","co=high, so2=high",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, so2=high","co=high, no2=high, temp=med",0.25,0.6666666666666666,2.6666666666666665
"co=high, humidity=med","no2=high, so2=high, temp=med",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, no2=high","co=high, so2=high, temp=med",0.25,0.6666666666666666,2.6666666666666665
"so2=high, temp=med","co=high, humidity=med, no2=high",0.25,0.6666666666666666,2.6666666666666665
"co=high, temp=med","humidity=med, no2=high, so2=high",0.25,0.6666666666666666,2.6666666666666665
"no2=high, temp=med","co=high, humidity=med, so2=high",0.25,0.6666666666666666,2.6666666666666665
so2=high,"co=high, humidity=med, no2=high, temp=med",0.25,0.6666666666666666,2.6666666666666665
co=high,"humidity=med, no2=high, so2=high, temp=med",0.25,0.6666666666666666,2.6666666666666665
no2=high,"co=high, humidity=med, so2=high, temp=med",0.25,0.6666666666666666,2.6666666666666665
"so2=high, temp=med, wind_speed=med","co=high, no2=high",0.25,0.6666666666666666,2.6666666666666665
"co=high, temp=med, wind_speed=med","no2=high, so2=high",0.25,0.6666666666666666,2.6666666666666665
"no2=high, temp=med, wind_speed=med","co=high, so2=high",0.25,0.6666666666666666,2.6666666666666665
"so2=high, temp=med","co=high, no2=high, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"co=high, temp=med","no2=high, so2=high, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"no2=high, temp=med","co=high, so2=high, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"so2=high, wind_speed=med","co=high, no2=high, temp=med",0.25,0.6666666666666666,2.6666666666666665
"co=high, wind_speed=med","no2=high, so2=high, temp=med",0.25,0.6666666666666666,2.6666666666666665
"no2=high, wind_speed=med","co=high, so2=high, temp=med",0.25,0.6666666666666666,2.6666666666666665
so2=high,"co=high, no2=high, temp=med, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
co=high,"no2=high, so2=high, temp=med, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
no2=high,"co=high, so2=high, temp=med, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"precip=med, so2=high, temp=med","co=high, no2=high",0.25,0.6666666666666666,2.6666666666666665
"co=high, precip=med, temp=med","no2=high, so2=high",0.25,0.6666666666666666,2.6666666666666665
"no2=high, precip=med, temp=med","co=high, so2=high",0.25,0.6666666666666666,2.6666666666666665
"so2=high, temp=med","co=high, no2=high, precip=med",0.25,0.6666666666666666,2.6666666666666665
"co=high, temp=med","no2=high, precip=med, so2=high",0.25,0.6666666666666666,2.6666666666666665
"no2=high, temp=med","co=high, precip=med, so2=high",0.25,0.6666666666666666,2.6666666666666665
"precip=med, so2=high","co=high, no2=high, temp=med",0.25,0.6666666666666666,2.6666666666666665
"co=high, precip=med","no2=high, so2=high, temp=med",0.25,0.6666666666666666,2.6666666666666665
"no2=high, precip=med","co=high, so2=high, temp=med",0.25,0.6666666666666666,2.6666666666666665
so2=high,"co=high, no2=high, precip=med, temp=med",0.25,0.6666666666666666,2.6666666666666665
co=high,"no2=high, precip=med, so2=high, temp=med",0.25,0.6666666666666666,2.6666666666666665
no2=high,"co=high, precip=med, so2=high, temp=med",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, so2=high, wind_speed=med","co=high, no2=high",0.25,0.6666666666666666,2.6666666666666665
"co=high, humidity=med, wind_speed=med","no2=high, so2=high",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, no2=high, wind_speed=med","co=high, so2=high",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, so2=high","co=high, no2=high, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"co=high, humidity=med","no2=high, so2=high, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, no2=high","co=high, so2=high, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"so2=high, wind_speed=med","co=high, humidity=med, no2=high",0.25,0.6666666666666666,2.6666666666666665
"co=high, wind_speed=med","humidity=med, no2=high, so2=high",0.25,0.6666666666666666,2.6666666666666665
"no2=high, wind_speed=med","co=high, humidity=med, so2=high",0.25,0.6666666666666666,2.6666666666666665
so2=high,"co=high, humidity=med, no2=high, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
co=high,"humidity=med, no2=high, so2=high, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
no2=high,"co=high, humidity=med, so2=high, wind_speed=med",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, precip=med, so2=high","co=high, no2=high",0.25,0.6666666666666666,2.6666666666666665
"co=high, humidity=med, precip=med","no2=high, so2=high",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, no2=high, precip=med","co=high, so2=high",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, so2=high","co=high, no2=high, precip=med",0.25,0.6666666666666666,2.6666666666666665
"co=high, humidity=med","no2=high, precip=med, so2=high",0.25,0.6666666666666666,2.6666666666666665
"humidity=med, no2=high","co=high, precip=med, so2=high",0.25,0.6666666666666666,2.6666666666666665
